IoT-HW-ID:,Timestamp:,Temperature:,Humidity:,Battery:,,
a02b7,20.11.2018 11:00:14,22.00,31.10,3439,,
a02b7,20.11.2018 11:02:16,22.00,31.10,3438,,
a02b7,20.11.2018 11:04:18,21.90,30.90,3439,,
a02b7,20.11.2018 11:06:20,21.90,30.90,3439,,
a02b7,20.11.2018 11:08:22,21.90,31.00,3440,,
a02b7,20.11.2018 11:10:23,21.80,31.10,3438,,
a02b7,20.11.2018 11:12:25,21.80,31.10,3439,,
a02b7,20.11.2018 11:14:27,21.80,31.10,3438,,
a02b7,20.11.2018 11:16:29,21.80,31.10,3439,,
a02b7,20.11.2018 11:18:31,21.80,31.20,3438,,
a02b7,20.11.2018 11:20:33,21.80,31.40,3439,,
a02b7,20.11.2018 11:22:34,21.70,31.10,3438,,
a02b7,20.11.2018 11:24:36,21.70,31.20,3438,,
a02b7,20.11.2018 11:26:38,21.70,31.20,3438,,
a02b7,20.11.2018 11:28:40,21.70,31.30,3438,,
a02b7,20.11.2018 11:30:42,21.70,31.20,3439,,
a02b7,20.11.2018 11:32:44,21.70,31.20,3438,,
a02b7,20.11.2018 11:34:46,21.70,31.10,3439,,
a02b7,20.11.2018 11:36:47,21.70,31.30,3439,,
a02b7,20.11.2018 11:38:49,21.70,31.30,3438,,
a02b7,20.11.2018 11:40:51,21.60,31.20,3439,,
a02b7,20.11.2018 11:42:53,21.60,31.30,3438,,
a02b7,20.11.2018 11:44:55,21.60,31.30,3438,,
a02b7,20.11.2018 11:46:57,21.50,31.40,3438,,
a02b7,20.11.2018 11:48:58,21.50,31.50,3440,,
a02b7,20.11.2018 11:51:00,21.60,31.70,3439,,
a02b7,20.11.2018 11:53:02,21.60,31.60,3438,,
a02b7,20.11.2018 11:55:04,21.50,31.30,3438,,
a02b7,20.11.2018 11:57:06,21.50,31.30,3438,,
a02b7,20.11.2018 11:59:07,21.50,31.40,3439,,
a02b7,20.11.2018 12:01:09,21.50,31.40,3438,,
a02b7,20.11.2018 12:03:11,21.50,31.60,3438,,
a02b7,20.11.2018 12:05:13,21.50,31.40,3438,,
a02b7,20.11.2018 12:07:14,21.50,31.20,3439,,
a02b7,20.11.2018 12:09:17,21.60,31.30,3439,,
a02b7,20.11.2018 12:11:18,21.50,31.10,3438,,
a02b7,20.11.2018 12:13:20,21.60,31.20,3438,,
a02b7,20.11.2018 12:15:22,21.60,31.00,3438,,
a02b7,20.11.2018 12:17:24,21.70,31.10,3439,,
a02b7,20.11.2018 12:19:26,21.80,31.30,3438,,
a02b7,20.11.2018 12:21:28,21.80,31.30,3438,,
a02b7,20.11.2018 12:23:30,21.90,31.30,3438,,
a02b7,20.11.2018 12:25:31,21.80,31.20,3440,,
a02b7,20.11.2018 12:27:33,21.80,30.70,3439,,
a02b7,20.11.2018 12:29:35,21.80,30.70,3439,,
a02b7,20.11.2018 12:31:37,21.80,30.70,3438,,
a02b7,20.11.2018 12:33:39,21.80,30.70,3438,,
a02b7,20.11.2018 12:35:41,21.80,30.80,3439,,
a02b7,20.11.2018 12:37:43,21.80,30.70,3440,,
a02b7,20.11.2018 12:39:45,21.80,30.70,3439,,
a02b7,20.11.2018 12:41:47,21.80,30.70,3438,,
a02b7,20.11.2018 12:43:48,21.80,30.70,3438,,
a02b7,20.11.2018 12:45:50,21.80,30.80,3439,,
a02b7,20.11.2018 12:47:52,21.80,30.70,3440,,
a02b7,20.11.2018 12:49:54,21.80,30.70,3439,,
a02b7,20.11.2018 12:51:55,21.80,30.70,3438,,
a02b7,20.11.2018 12:53:57,21.80,30.70,3438,,
a02b7,20.11.2018 12:55:59,21.70,30.70,3438,,
a02b7,20.11.2018 12:58:01,21.70,30.80,3439,,
a02b7,20.11.2018 13:00:03,21.70,30.80,3439,,
a02b7,20.11.2018 13:02:04,21.70,31.00,3439,,
a02b7,20.11.2018 13:04:06,21.70,30.90,3438,,
a02b7,20.11.2018 13:06:08,21.70,30.90,3438,,
a02b7,20.11.2018 13:08:10,21.70,31.00,3439,,
a02b7,20.11.2018 13:10:11,21.70,31.00,3438,,
a02b7,20.11.2018 13:12:13,21.70,31.10,3439,,
a02b7,20.11.2018 13:14:15,21.60,31.00,3438,,
a02b7,20.11.2018 13:16:17,21.60,31.10,3438,,
a02b7,20.11.2018 13:18:19,21.60,31.20,3438,,
a02b7,20.11.2018 13:20:21,21.50,31.20,3438,,
a02b7,20.11.2018 13:22:22,21.50,31.40,3438,,
a02b7,20.11.2018 13:24:24,21.50,31.10,3438,,
a02b7,20.11.2018 13:26:26,21.50,31.10,3438,,
a02b7,20.11.2018 13:28:28,21.50,31.10,3439,,
a02b7,20.11.2018 13:30:29,21.50,31.10,3438,,
a02b7,20.11.2018 13:32:31,21.50,31.80,3438,,
a02b7,20.11.2018 13:34:33,21.50,31.10,3438,,
a02b7,20.11.2018 13:36:35,21.50,31.00,3438,,
a02b7,20.11.2018 13:38:37,21.50,31.00,3438,,
a02b7,20.11.2018 13:40:39,21.60,30.90,3439,,
a02b7,20.11.2018 13:42:41,21.80,31.10,3438,,
a02b7,20.11.2018 13:44:43,21.80,30.80,3440,,
a02b7,20.11.2018 13:46:45,22.00,31.00,3438,,
a02b7,20.11.2018 13:48:47,21.80,30.70,3439,,
a02b7,20.11.2018 13:50:49,21.80,30.50,3438,,
a02b7,20.11.2018 13:52:51,21.80,30.60,3439,,
a02b7,20.11.2018 13:54:53,21.80,30.50,3439,,
a02b7,20.11.2018 13:56:55,21.80,30.40,3440,,
a02b7,20.11.2018 13:58:57,21.90,30.40,3438,,
a02b7,20.11.2018 14:00:59,21.90,30.30,3439,,
a02b7,20.11.2018 14:03:04,21.90,30.30,3440,,
a02b7,20.11.2018 14:05:06,22.00,30.40,3438,,
a02b7,20.11.2018 14:07:08,22.00,30.30,3438,,
a02b7,20.11.2018 14:09:10,22.00,30.40,3438,,
a02b7,20.11.2018 14:11:12,21.90,30.20,3438,,
a02b7,20.11.2018 14:13:14,21.90,30.30,3441,,
a02b7,20.11.2018 14:15:16,22.20,31.30,3439,,
a02b7,20.11.2018 14:17:18,21.90,30.40,3439,,
a02b7,20.11.2018 14:19:20,21.80,30.40,3439,,
a02b7,20.11.2018 14:21:22,21.80,30.40,3439,,
a02b7,20.11.2018 14:23:24,21.80,30.50,3441,,
a02b7,20.11.2018 14:25:26,21.80,30.50,3439,,
a02b7,20.11.2018 14:27:28,21.80,30.60,3439,,
a02b7,20.11.2018 14:29:30,21.80,30.50,3438,,
a02b7,20.11.2018 14:31:32,21.70,30.50,3440,,
a02b7,20.11.2018 14:33:34,21.70,30.50,3439,,
a02b7,20.11.2018 14:35:35,21.70,30.50,3438,,
a02b7,20.11.2018 14:37:37,21.70,30.50,3438,,
a02b7,20.11.2018 14:39:39,21.80,30.60,3439,,
a02b7,20.11.2018 14:41:41,21.70,30.50,3439,,
a02b7,20.11.2018 14:43:43,21.80,30.70,3438,,
a02b7,20.11.2018 14:45:45,21.80,30.80,3439,,
a02b7,20.11.2018 14:47:46,21.70,30.60,3439,,
a02b7,20.11.2018 14:49:48,21.70,30.60,3441,,
a02b7,20.11.2018 14:51:50,21.70,30.60,3438,,
a02b7,20.11.2018 14:53:52,21.70,30.50,3440,,
a02b7,20.11.2018 14:55:54,21.70,30.50,3441,,
a02b7,20.11.2018 14:57:56,21.70,30.50,3439,,
a02b7,20.11.2018 14:59:57,21.70,30.50,3439,,
a02b7,20.11.2018 15:02:00,21.70,30.50,3439,,
a02b7,20.11.2018 15:04:02,21.70,30.60,3438,,
a02b7,20.11.2018 15:06:04,21.60,30.60,3441,,
a02b7,20.11.2018 15:08:06,21.60,30.90,3440,,
a02b7,20.11.2018 15:10:07,21.70,30.80,3438,,
a02b7,20.11.2018 15:12:09,21.60,30.70,3439,,
a02b7,20.11.2018 15:14:11,21.50,30.60,3438,,
a02b7,20.11.2018 15:16:13,21.60,31.40,3438,,
a02b7,20.11.2018 15:18:14,21.50,30.60,3440,,
a02b7,20.11.2018 15:20:16,21.50,30.80,3438,,
a02b7,20.11.2018 15:22:18,21.50,30.80,3438,,
a02b7,20.11.2018 15:24:20,21.50,30.80,3438,,
a02b7,20.11.2018 15:26:21,21.50,30.70,3438,,
a02b7,20.11.2018 15:28:24,21.60,30.70,3439,,
a02b7,20.11.2018 15:30:26,21.60,30.70,3438,,
a02b7,20.11.2018 15:32:28,21.70,30.90,3438,,
a02b7,20.11.2018 15:34:30,21.70,30.80,3439,,
a02b7,20.11.2018 15:36:32,21.80,30.50,3438,,
a02b7,20.11.2018 15:38:34,21.70,30.50,3438,,
a02b7,20.11.2018 15:40:35,21.70,30.40,3438,,
a02b7,20.11.2018 15:42:37,21.80,30.40,3438,,
a02b7,20.11.2018 15:44:39,21.80,30.30,3438,,
a02b7,20.11.2018 15:46:40,21.80,30.30,3438,,
a02b7,20.11.2018 15:48:42,21.80,30.30,3438,,
a02b7,20.11.2018 15:50:44,21.90,30.30,3438,,
a02b7,20.11.2018 15:52:46,21.30,30.00,3438,,
a02b7,20.11.2018 15:54:48,21.90,30.20,3439,,
a02b7,20.11.2018 15:56:50,21.80,30.20,3439,,
a02b7,20.11.2018 15:58:52,21.80,30.20,3439,,
a02b7,20.11.2018 16:00:54,21.80,30.20,3438,,
a02b7,20.11.2018 16:02:56,21.80,30.30,3438,,
a02b7,20.11.2018 16:04:58,21.90,30.30,3438,,
a02b7,20.11.2018 16:06:59,21.90,30.20,3438,,
a02b7,20.11.2018 16:09:01,21.90,30.30,3438,,
a02b7,20.11.2018 16:11:03,21.90,30.20,3438,,
a02b7,20.11.2018 16:13:04,21.90,30.10,3440,,
a02b7,20.11.2018 16:15:06,21.90,30.40,3438,,
a02b7,20.11.2018 16:17:08,21.90,30.20,3438,,
a02b7,20.11.2018 16:19:09,21.90,30.30,3439,,
a02b7,20.11.2018 16:21:11,21.90,30.30,3438,,
a02b7,20.11.2018 16:23:13,21.80,30.30,3438,,
a02b7,20.11.2018 16:25:15,21.80,30.30,3438,,
a02b7,20.11.2018 16:27:17,21.80,30.30,3438,,
a02b7,20.11.2018 16:29:18,21.80,30.30,3438,,
a02b7,20.11.2018 16:31:20,21.80,30.40,3438,,
a02b7,20.11.2018 16:33:22,21.70,30.40,3439,,
a02b7,20.11.2018 16:35:24,21.70,30.50,3439,,
a02b7,20.11.2018 16:37:26,21.70,31.40,3438,,
a02b7,20.11.2018 16:39:28,21.70,30.80,3439,,
a02b7,20.11.2018 16:41:30,21.70,30.70,3438,,
a02b7,20.11.2018 16:43:31,21.60,30.60,3439,,
a02b7,20.11.2018 16:45:33,21.60,30.60,3438,,
a02b7,20.11.2018 16:47:35,21.60,30.60,3438,,
a02b7,20.11.2018 16:49:37,21.60,30.50,3438,,
a02b7,20.11.2018 16:51:39,21.50,30.80,3438,,
a02b7,20.11.2018 16:53:41,21.50,30.60,3438,,
a02b7,20.11.2018 16:55:42,21.50,30.60,3438,,
a02b7,20.11.2018 16:57:44,21.50,30.60,3438,,
a02b7,20.11.2018 16:59:46,21.60,30.60,3438,,
a02b7,20.11.2018 17:01:48,21.60,30.60,3438,,
a02b7,20.11.2018 17:03:50,21.60,30.50,3438,,
a02b7,20.11.2018 17:05:52,21.60,30.50,3438,,
a02b7,20.11.2018 17:07:54,21.60,30.40,3438,,
a02b7,20.11.2018 17:09:56,21.70,30.40,3438,,
a02b7,20.11.2018 17:11:58,21.70,30.30,3438,,
a02b7,20.11.2018 17:14:00,21.70,30.30,3438,,
a02b7,20.11.2018 17:16:02,21.70,29.80,3438,,
a02b7,20.11.2018 17:18:04,21.70,30.30,3438,,
a02b7,20.11.2018 17:20:06,21.90,33.30,3438,,
a02b7,20.11.2018 17:22:08,22.00,31.00,3438,,
a02b7,20.11.2018 17:24:10,22.10,30.60,3438,,
a02b7,20.11.2018 17:26:11,22.10,30.70,3439,,
a02b7,20.11.2018 17:28:13,22.20,30.60,3438,,
a02b7,20.11.2018 17:30:15,22.20,30.70,3438,,
a02b7,20.11.2018 17:32:17,22.10,30.80,3438,,
a02b7,20.11.2018 17:34:19,22.20,31.70,3438,,
a02b7,20.11.2018 17:36:20,22.30,31.30,3438,,
a02b7,20.11.2018 17:38:22,22.30,31.30,3438,,
a02b7,20.11.2018 17:40:24,22.30,31.00,3438,,
a02b7,20.11.2018 17:42:26,22.50,31.70,3438,,
a02b7,20.11.2018 17:44:28,22.50,31.20,3439,,
a02b7,20.11.2018 17:46:29,22.50,31.20,3439,,
a02b7,20.11.2018 17:48:31,22.80,31.30,3438,,
a02b7,20.11.2018 17:50:33,22.60,31.20,3438,,
a02b7,20.11.2018 17:52:35,22.60,31.00,3439,,
a02b7,20.11.2018 17:54:37,22.70,31.40,3438,,
a02b7,20.11.2018 17:56:39,22.70,30.90,3438,,
a02b7,20.11.2018 17:58:40,22.70,31.00,3438,,
a02b7,20.11.2018 18:00:43,22.70,30.90,3438,,
a02b7,20.11.2018 18:02:44,22.60,31.00,3438,,
a02b7,20.11.2018 18:04:46,22.60,31.00,3438,,
a02b7,20.11.2018 18:06:48,22.70,31.10,3438,,
a02b7,20.11.2018 18:08:49,22.80,31.10,3438,,
a02b7,20.11.2018 18:10:52,22.80,30.80,3439,,
a02b7,20.11.2018 18:12:53,22.80,30.80,3438,,
a02b7,20.11.2018 18:14:55,22.80,31.00,3438,,
a02b7,20.11.2018 18:16:57,22.80,31.10,3438,,
a02b7,20.11.2018 18:18:58,22.70,31.00,3438,,
a02b7,20.11.2018 18:21:00,22.70,31.30,3438,,
a02b7,20.11.2018 18:23:02,22.80,31.10,3438,,
a02b7,20.11.2018 18:25:04,22.80,31.30,3438,,
a02b7,20.11.2018 18:27:06,22.60,31.20,3438,,
a02b7,20.11.2018 18:29:07,22.60,31.40,3438,,
a02b7,20.11.2018 18:31:11,22.60,31.30,3439,,
a02b7,20.11.2018 18:33:12,22.80,31.40,3438,,
a02b7,20.11.2018 18:35:14,22.70,31.20,3438,,
a02b7,20.11.2018 18:37:16,22.70,31.20,3439,,
a02b7,20.11.2018 18:39:17,22.70,31.00,3438,,
a02b7,20.11.2018 18:41:19,22.70,31.00,3438,,
a02b7,20.11.2018 18:43:21,22.80,30.90,3438,,
a02b7,20.11.2018 18:45:23,22.80,30.90,3438,,
a02b7,20.11.2018 18:47:24,22.70,30.90,3438,,
a02b7,20.11.2018 18:49:26,22.70,31.00,3438,,
a02b7,20.11.2018 18:51:28,22.70,31.00,3438,,
a02b7,20.11.2018 18:53:30,22.70,31.10,3438,,
a02b7,20.11.2018 18:55:32,22.70,31.20,3438,,
a02b7,20.11.2018 18:57:33,22.70,31.10,3438,,
a02b7,20.11.2018 18:59:35,22.60,31.00,3438,,
a02b7,20.11.2018 19:01:37,22.70,31.10,3438,,
a02b7,20.11.2018 19:03:39,22.60,31.20,3438,,
a02b7,20.11.2018 19:05:41,22.60,31.70,3438,,
a02b7,20.11.2018 19:07:42,22.60,31.60,3438,,
a02b7,20.11.2018 19:09:44,22.60,31.40,3438,,
a02b7,20.11.2018 19:11:46,22.60,31.30,3438,,
a02b7,20.11.2018 19:13:52,22.60,31.40,3438,,
a02b7,20.11.2018 19:15:54,22.60,31.30,3438,,
a02b7,20.11.2018 19:17:56,22.60,31.40,3438,,
a02b7,20.11.2018 19:19:58,22.70,31.50,3438,,
a02b7,20.11.2018 19:21:59,22.70,31.40,3438,,
a02b7,20.11.2018 19:24:01,22.70,31.40,3438,,
a02b7,20.11.2018 19:26:04,22.70,31.30,3438,,
a02b7,20.11.2018 19:28:06,22.70,31.30,3438,,
a02b7,20.11.2018 19:30:08,22.80,31.20,3438,,
a02b7,20.11.2018 19:32:10,22.70,31.70,3438,,
a02b7,20.11.2018 19:34:12,22.80,31.30,3438,,
a02b7,20.11.2018 19:36:14,22.80,31.20,3438,,
a02b7,20.11.2018 19:38:16,22.80,31.20,3438,,
a02b7,20.11.2018 19:40:18,22.80,30.90,3438,,
a02b7,20.11.2018 19:42:21,22.80,31.00,3438,,
a02b7,20.11.2018 19:44:23,22.80,31.00,3438,,
a02b7,20.11.2018 19:46:25,22.80,31.10,3438,,
a02b7,20.11.2018 19:48:27,22.80,31.10,3438,,
a02b7,20.11.2018 19:50:29,22.80,31.10,3438,,
a02b7,20.11.2018 19:52:31,22.80,31.10,3438,,
a02b7,20.11.2018 19:54:33,22.80,30.90,3438,,
a02b7,20.11.2018 19:56:36,22.80,30.90,3438,,
a02b7,20.11.2018 19:58:38,22.80,30.70,3438,,
a02b7,20.11.2018 20:00:40,22.90,30.80,3438,,
a02b7,20.11.2018 20:02:41,22.80,30.80,3438,,
a02b7,20.11.2018 20:04:43,22.90,30.80,3438,,
a02b7,20.11.2018 20:06:46,22.90,30.70,3438,,
a02b7,20.11.2018 20:08:48,22.80,30.80,3438,,
a02b7,20.11.2018 20:10:50,22.80,30.80,3438,,
a02b7,20.11.2018 20:12:52,22.80,30.90,3438,,
a02b7,20.11.2018 20:14:54,22.80,30.90,3438,,
a02b7,20.11.2018 20:16:56,22.80,30.90,3438,,
a02b7,20.11.2018 20:18:58,22.90,30.80,3438,,
a02b7,20.11.2018 20:21:00,22.80,31.10,3438,,
a02b7,20.11.2018 20:23:02,22.90,31.20,3438,,
a02b7,20.11.2018 20:25:04,22.90,30.90,3438,,
a02b7,20.11.2018 20:27:06,22.80,30.80,3438,,
a02b7,20.11.2018 20:29:08,22.80,31.10,3438,,
a02b7,20.11.2018 20:31:10,22.90,30.80,3438,,
a02b7,20.11.2018 20:33:13,22.80,31.10,3438,,
a02b7,20.11.2018 20:35:15,22.80,31.00,3438,,
a02b7,20.11.2018 20:37:16,22.80,31.10,3438,,
a02b7,20.11.2018 20:39:18,22.80,30.90,3438,,
a02b7,20.11.2018 20:41:20,22.80,31.10,3438,,
a02b7,20.11.2018 20:43:22,22.80,30.90,3438,,
a02b7,20.11.2018 20:45:24,22.40,31.00,3438,,
a02b7,20.11.2018 20:47:26,22.60,31.20,3438,,
a02b7,20.11.2018 20:49:28,22.50,31.40,3438,,
a02b7,20.11.2018 20:51:30,22.40,31.50,3438,,
a02b7,20.11.2018 20:53:32,22.40,31.60,3438,,
a02b7,20.11.2018 20:55:34,22.30,31.70,3438,,
a02b7,20.11.2018 20:57:36,22.30,31.80,3438,,
a02b7,20.11.2018 20:59:38,22.30,31.90,3438,,
a02b7,20.11.2018 21:01:40,22.40,32.90,3438,,
a02b7,20.11.2018 21:03:42,22.50,33.20,3438,,
a02b7,20.11.2018 21:05:44,22.60,33.40,3438,,
a02b7,20.11.2018 21:07:46,22.70,33.70,3438,,
a02b7,20.11.2018 21:09:48,22.80,34.20,3438,,
a02b7,20.11.2018 21:11:51,23.10,35.50,3438,,
a02b7,20.11.2018 21:13:57,23.10,34.10,3438,,
a02b7,20.11.2018 21:15:59,23.10,33.50,3438,,
a02b7,20.11.2018 21:18:00,23.10,33.10,3438,,
a02b7,20.11.2018 21:20:03,23.00,32.80,3439,,
a02b7,20.11.2018 21:22:05,23.00,33.70,3438,,
a02b7,20.11.2018 21:24:07,23.10,34.50,3438,,
a02b7,20.11.2018 21:26:10,23.10,33.30,3438,,
a02b7,20.11.2018 21:28:12,23.10,33.10,3438,,
a02b7,20.11.2018 21:30:14,23.10,33.00,3438,,
a02b7,20.11.2018 21:32:15,23.00,32.70,3438,,
a02b7,20.11.2018 21:34:17,23.00,33.10,3438,,
a02b7,20.11.2018 21:36:19,23.00,33.30,3438,,
a02b7,20.11.2018 21:38:21,23.00,33.20,3438,,
a02b7,20.11.2018 21:40:23,23.00,33.20,3438,,
a02b7,20.11.2018 21:42:25,23.00,32.70,3438,,
a02b7,20.11.2018 21:44:27,23.00,32.60,3438,,
a02b7,20.11.2018 21:46:29,23.00,33.40,3438,,
a02b7,20.11.2018 21:48:31,23.00,34.20,3438,,
a02b7,20.11.2018 21:50:34,23.00,33.20,3438,,
a02b7,20.11.2018 21:52:36,23.00,34.40,3438,,
a02b7,20.11.2018 21:54:37,23.00,33.00,3438,,
a02b7,20.11.2018 21:56:39,23.00,34.60,3438,,
a02b7,20.11.2018 21:58:41,23.00,33.10,3438,,
a02b7,20.11.2018 22:00:43,23.10,33.10,3438,,
a02b7,20.11.2018 22:02:44,23.10,33.40,3438,,
a02b7,20.11.2018 22:04:46,23.00,33.20,3438,,
a02b7,20.11.2018 22:06:48,23.00,35.10,3438,,
a02b7,20.11.2018 22:08:50,23.00,34.60,3438,,
a02b7,20.11.2018 22:10:53,23.00,33.30,3438,,
a02b7,20.11.2018 22:12:55,23.40,33.20,3438,,
a02b7,20.11.2018 22:14:56,22.90,32.80,3438,,
a02b7,20.11.2018 22:16:59,23.00,33.40,3438,,
a02b7,20.11.2018 22:19:01,23.00,32.90,3438,,
a02b7,20.11.2018 22:21:03,23.00,32.80,3438,,
a02b7,20.11.2018 22:23:05,22.90,32.60,3438,,
a02b7,20.11.2018 22:25:07,23.00,33.10,3438,,
a02b7,20.11.2018 22:27:09,23.00,33.20,3438,,
a02b7,20.11.2018 22:29:11,22.90,34.10,3438,,
a02b7,20.11.2018 22:31:13,22.90,33.90,3438,,
a02b7,20.11.2018 22:33:15,22.90,33.60,3438,,
a02b7,20.11.2018 22:35:16,22.90,34.80,3438,,
a02b7,20.11.2018 22:37:19,22.80,33.50,3438,,
a02b7,20.11.2018 22:39:21,22.80,33.20,3438,,
a02b7,20.11.2018 22:41:22,22.90,33.70,3438,,
a02b7,20.11.2018 22:43:24,22.80,33.20,3438,,
a02b7,20.11.2018 22:45:26,22.90,32.90,3438,,
a02b7,20.11.2018 22:47:28,22.80,33.80,3438,,
a02b7,20.11.2018 22:49:30,22.80,33.10,3438,,
a02b7,20.11.2018 22:51:31,22.80,32.70,3438,,
a02b7,20.11.2018 22:53:33,22.70,32.20,3438,,
a02b7,20.11.2018 22:55:35,22.70,32.40,3438,,
a02b7,20.11.2018 22:57:37,22.70,32.60,3438,,
a02b7,20.11.2018 22:59:39,22.70,32.60,3438,,
a02b7,20.11.2018 23:01:41,22.70,32.30,3438,,
a02b7,20.11.2018 23:03:42,22.80,32.20,3438,,
a02b7,20.11.2018 23:05:44,22.90,32.20,3438,,
a02b7,20.11.2018 23:07:47,22.80,32.30,3438,,
a02b7,20.11.2018 23:09:48,22.80,32.30,3438,,
a02b7,20.11.2018 23:11:50,22.80,32.50,3438,,
a02b7,20.11.2018 23:13:51,22.80,32.30,3438,,
a02b7,20.11.2018 23:15:53,22.80,32.20,3438,,
a02b7,20.11.2018 23:17:55,22.90,32.30,3438,,
a02b7,20.11.2018 23:19:57,22.90,32.20,3438,,
a02b7,20.11.2018 23:21:58,22.90,32.00,3438,,
a02b7,20.11.2018 23:24:00,22.90,32.10,3438,,
a02b7,20.11.2018 23:26:02,23.00,32.00,3438,,
a02b7,20.11.2018 23:28:04,22.90,32.00,3438,,
a02b7,20.11.2018 23:30:05,23.00,31.90,3438,,
a02b7,20.11.2018 23:32:07,23.00,32.60,3438,,
a02b7,20.11.2018 23:34:09,22.90,31.90,3438,,
a02b7,20.11.2018 23:36:10,22.90,32.10,3438,,
a02b7,20.11.2018 23:38:12,22.90,32.00,3438,,
a02b7,20.11.2018 23:40:14,22.90,31.90,3438,,
a02b7,20.11.2018 23:42:15,22.80,31.80,3438,,
a02b7,20.11.2018 23:44:17,22.80,31.80,3438,,
a02b7,20.11.2018 23:46:19,22.80,31.90,3438,,
a02b7,20.11.2018 23:48:21,22.80,32.60,3438,,
a02b7,20.11.2018 23:50:22,22.80,32.00,3438,,
a02b7,20.11.2018 23:52:24,22.80,31.90,3438,,
a02b7,20.11.2018 23:54:26,22.80,32.00,3438,,
a02b7,20.11.2018 23:56:27,22.80,32.00,3438,,
a02b7,20.11.2018 23:58:29,22.80,31.90,3438,,
a02b7,21.11.2018 00:00:31,22.80,31.60,3438,,
a02b7,21.11.2018 00:02:33,22.80,31.70,3438,,
a02b7,21.11.2018 00:04:34,22.90,31.70,3438,,
a02b7,21.11.2018 00:06:36,22.80,31.50,3438,,
a02b7,21.11.2018 00:08:38,22.80,31.60,3438,,
a02b7,21.11.2018 00:10:40,22.80,31.30,3438,,
a02b7,21.11.2018 00:12:41,22.80,31.60,3438,,
a02b7,21.11.2018 00:14:43,22.80,31.50,3438,,
a02b7,21.11.2018 00:16:45,22.80,32.00,3438,,
a02b7,21.11.2018 00:18:46,22.80,31.90,3438,,
a02b7,21.11.2018 00:20:48,22.80,31.90,3438,,
a02b7,21.11.2018 00:22:50,22.80,31.50,3438,,
a02b7,21.11.2018 00:24:51,22.80,31.80,3438,,
a02b7,21.11.2018 00:26:53,22.70,31.90,3438,,
a02b7,21.11.2018 00:28:55,22.70,31.90,3438,,
a02b7,21.11.2018 00:30:56,22.70,31.80,3438,,
a02b7,21.11.2018 00:32:59,22.70,32.00,3438,,
a02b7,21.11.2018 00:35:01,22.70,32.10,3438,,
a02b7,21.11.2018 00:37:03,22.70,32.10,3438,,
a02b7,21.11.2018 00:39:05,22.70,32.00,3438,,
a02b7,21.11.2018 00:41:07,22.70,31.70,3438,,
a02b7,21.11.2018 00:43:09,22.80,31.50,3438,,
a02b7,21.11.2018 00:45:10,22.80,31.70,3438,,
a02b7,21.11.2018 00:47:12,22.70,31.50,3438,,
a02b7,21.11.2018 00:49:13,22.70,31.70,3438,,
a02b7,21.11.2018 00:51:15,22.70,31.70,3438,,
a02b7,21.11.2018 00:53:17,22.70,31.70,3438,,
a02b7,21.11.2018 00:55:18,22.70,31.80,3438,,
a02b7,21.11.2018 00:57:20,22.70,31.90,3438,,
a02b7,21.11.2018 00:59:22,22.60,31.90,3439,,
a02b7,21.11.2018 01:01:23,22.70,31.80,3438,,
a02b7,21.11.2018 01:03:25,22.70,31.70,3438,,
a02b7,21.11.2018 01:05:27,22.70,32.00,3438,,
a02b7,21.11.2018 01:07:28,22.60,31.90,3438,,
a02b7,21.11.2018 01:09:30,22.70,31.90,3438,,
a02b7,21.11.2018 01:11:32,22.60,32.00,3438,,
a02b7,21.11.2018 01:13:34,22.60,32.20,3438,,
a02b7,21.11.2018 01:15:36,22.60,31.80,3438,,
a02b7,21.11.2018 01:17:37,22.50,31.80,3438,,
a02b7,21.11.2018 01:19:39,22.70,31.80,3439,,
a02b7,21.11.2018 01:21:41,22.50,31.80,3438,,
a02b7,21.11.2018 01:23:42,22.40,31.80,3438,,
a02b7,21.11.2018 01:25:44,22.40,31.80,3438,,
a02b7,21.11.2018 01:27:46,22.30,31.90,3438,,
a02b7,21.11.2018 01:29:48,22.20,32.10,3439,,
a02b7,21.11.2018 01:31:50,22.00,32.20,3438,,
a02b7,21.11.2018 01:33:52,21.90,32.50,3438,,
a02b7,21.11.2018 01:35:54,21.90,32.60,3438,,
a02b7,21.11.2018 01:37:56,21.80,33.10,3438,,
a02b7,21.11.2018 01:39:57,21.70,33.10,3439,,
a02b7,21.11.2018 01:41:59,21.80,33.30,3438,,
a02b7,21.11.2018 01:44:00,21.60,33.30,3438,,
a02b7,21.11.2018 01:46:02,21.50,33.30,3438,,
a02b7,21.11.2018 01:48:04,21.50,33.40,3438,,
a02b7,21.11.2018 01:50:06,21.40,33.40,3438,,
a02b7,21.11.2018 01:52:07,21.40,33.60,3438,,
a02b7,21.11.2018 01:54:09,21.30,33.70,3438,,
a02b7,21.11.2018 01:56:11,21.30,33.70,3438,,
a02b7,21.11.2018 01:58:13,21.20,33.70,3438,,
a02b7,21.11.2018 02:00:15,21.20,33.80,3438,,
a02b7,21.11.2018 02:02:16,21.10,33.80,3438,,
a02b7,21.11.2018 02:04:18,21.10,34.00,3438,,
a02b7,21.11.2018 02:06:20,21.00,34.00,3438,,
a02b7,21.11.2018 02:08:22,21.00,34.00,3438,,
a02b7,21.11.2018 02:10:23,20.90,34.10,3438,,
a02b7,21.11.2018 02:12:25,20.90,34.10,3439,,
